,date,type,year,avg_price,size,nb_sold
488,2017-02-12,conventional,2017,0.87,large,1.22E+07
489,2017-02-05,conventional,2017,0.77,large,2.03E+07
490,2017-01-29,conventional,2017,0.96,large,1.17E+07
491,2017-01-22,conventional,2017,0.94,large,1.42E+07
492,2017-01-15,conventional,2017,0.98,large,1.26E+07
493,2017-01-08,conventional,2017,0.99,large,1.39E+07
494,2017-01-01,conventional,2017,0.89,large,1.42E+07
495,2018-03-25,conventional,2018,1.03,large,1.21E+07
496,2018-03-18,conventional,2018,1.05,large,1.11E+07
497,2018-03-11,conventional,2018,1.09,large,1.08E+07
498,2018-03-04,conventional,2018,1.07,large,1.13E+07
499,2018-02-25,conventional,2018,1.06,large,1.04E+07
500,2018-02-18,conventional,2018,1.08,large,1.05E+07
501,2018-02-11,conventional,2018,0.97,large,1.15E+07
502,2018-02-04,conventional,2018,0.87,large,2.05E+07
503,2018-01-28,conventional,2018,1.09,large,1.21E+07
504,2018-01-21,conventional,2018,1.08,large,1.39E+07
505,2018-01-14,conventional,2018,1.2,large,1.19E+07
506,2018-01-07,conventional,2018,1.13,large,1.08E+07
507,2015-12-27,organic,2015,1.52,large,2.06E+05
508,2015-12-20,organic,2015,1.53,large,2.06E+05
509,2015-12-13,organic,2015,1.43,large,2.22E+05
510,2015-12-06,organic,2015,1.52,large,2.13E+05
511,2015-11-29,organic,2015,1.5,large,2.09E+05
512,2015-11-22,organic,2015,1.49,large,2.50E+05
513,2015-11-15,organic,2015,1.6,large,2.25E+05
514,2015-11-08,organic,2015,1.54,large,2.49E+05
515,2015-11-01,organic,2015,1.47,large,2.63E+05
516,2015-10-25,organic,2015,1.62,large,2.44E+05
517,2015-10-18,organic,2015,1.71,large,2.24E+05
518,2015-10-11,organic,2015,1.69,large,2.31E+05
519,2015-10-04,organic,2015,1.72,large,2.69E+05
520,2015-09-27,organic,2015,1.75,large,2.38E+05
521,2015-09-20,organic,2015,1.77,large,2.45E+05
522,2015-09-13,organic,2015,1.8,large,2.52E+05
523,2015-09-06,organic,2015,1.78,large,2.72E+05
524,2015-08-30,organic,2015,1.66,large,3.25E+05
525,2015-08-23,organic,2015,1.72,large,2.98E+05
526,2015-08-16,organic,2015,1.75,large,3.10E+05
527,2015-08-09,organic,2015,1,large,2.69E+05
528,2015-08-02,organic,2015,1,large,2.63E+05
529,2015-07-26,organic,2015,1,large,2.66E+05
530,2015-07-19,organic,2015,1,large,3.18E+05
531,2015-07-12,organic,2015,1,large,2.67E+05
532,2015-07-05,organic,2015,1,large,3.05E+05
533,2015-06-28,organic,2015,1.64,large,3.33E+05
534,2015-06-21,organic,2015,1.66,large,3.04E+05
535,2015-06-14,organic,2015,1.68,large,2.79E+05
536,2015-06-07,organic,2015,1.67,large,2.65E+05
537,2015-05-31,organic,2015,1.58,large,3.33E+05
538,2015-05-24,organic,2015,1.59,large,2.94E+05
539,2015-05-17,organic,2015,1.5,large,3.12E+05
540,2015-05-10,organic,2015,1.42,large,3.50E+05
541,2015-05-03,organic,2015,1.37,large,3.81E+05
542,2015-04-26,organic,2015,1.45,large,3.79E+05
543,2015-04-19,organic,2015,1.59,large,3.02E+05
544,2015-04-12,organic,2015,1.53,large,4.29E+05
545,2015-04-05,organic,2015,1.63,large,2.76E+05
546,2015-03-29,organic,2015,1.6,large,3.25E+05
547,2015-03-22,organic,2015,1.49,large,3.20E+05
548,2015-03-15,organic,2015,1.5,large,2.59E+05
549,2015-03-08,organic,2015,1.49,large,3.28E+05
550,2015-03-01,organic,2015,1.4,large,2.76E+05
551,2015-02-22,organic,2015,1.51,large,2.30E+05
552,2015-02-15,organic,2015,1.58,large,2.29E+05
553,2015-02-08,organic,2015,1.48,large,2.74E+05
554,2015-02-01,organic,2015,1.36,large,2.59E+05
555,2015-01-25,organic,2015,1.53,large,2.12E+05
556,2015-01-18,organic,2015,1.42,large,3.12E+05
557,2015-01-11,organic,2015,1.42,large,2.61E+05
558,2015-01-04,organic,2015,1.46,large,2.17E+05
559,2016-12-25,organic,2016,1.34,large,2.50E+05
560,2016-12-18,organic,2016,1.43,large,2.49E+05
561,2016-12-11,organic,2016,1.42,large,2.48E+05
562,2016-12-04,organic,2016,1.56,large,2.42E+05
563,2016-11-27,organic,2016,1.64,large,1.99E+05
564,2016-11-20,organic,2016,1.63,large,2.34E+05
565,2016-11-13,organic,2016,1.7,large,2.57E+05
566,2016-11-06,organic,2016,1.68,large,2.66E+05
567,2016-10-30,organic,2016,1.93,large,2.80E+05
568,2016-10-23,organic,2016,1.63,large,2.42E+05
569,2016-10-16,organic,2016,1.5,large,2.44E+05
570,2016-10-09,organic,2016,1.52,large,2.67E+05
571,2016-10-02,organic,2016,1.71,large,2.72E+05
572,2016-09-25,organic,2016,1.69,large,2.73E+05
573,2016-09-18,organic,2016,1.67,large,2.67E+05
574,2016-09-11,organic,2016,1.52,large,3.35E+05
575,2016-09-04,organic,2016,1.54,large,3.44E+05
576,2016-08-28,organic,2016,1.49,large,3.17E+05
577,2016-08-21,organic,2016,1.51,large,3.08E+05
578,2016-08-14,organic,2016,1.48,large,3.42E+05
579,2016-08-07,organic,2016,1.55,large,3.32E+05
580,2016-07-31,organic,2016,1.58,large,3.29E+05
581,2016-07-24,organic,2016,1.65,large,3.44E+05
582,2016-07-17,organic,2016,1.63,large,3.60E+05
583,2016-07-10,organic,2016,1.51,large,3.55E+05
584,2016-07-03,organic,2016,1.47,large,3.82E+05
585,2016-06-26,organic,2016,1.5,large,3.91E+05
586,2016-06-19,organic,2016,1.45,large,4.45E+05
587,2016-06-12,organic,2016,1.45,large,4.04E+05
588,2016-06-05,organic,2016,1.43,large,4.11E+05
589,2016-05-29,organic,2016,1.41,large,4.68E+05
590,2016-05-22,organic,2016,1.36,large,4.55E+05
591,2016-05-15,organic,2016,1.45,large,4.38E+05
592,2016-05-08,organic,2016,1.3,large,4.44E+05
593,2016-05-01,organic,2016,1.28,large,4.84E+05
594,2016-04-24,organic,2016,1.25,large,5.25E+05
595,2016-04-17,organic,2016,1.38,large,3.88E+05
596,2016-04-10,organic,2016,1.26,large,4.00E+05
597,2016-04-03,organic,2016,1.44,large,3.72E+05
598,2016-03-27,organic,2016,1.44,large,3.38E+05
599,2016-03-20,organic,2016,1.27,large,3.53E+05
600,2016-03-13,organic,2016,1.29,large,3.46E+05
601,2016-03-06,organic,2016,1.28,large,3.52E+05
602,2016-02-28,organic,2016,1.44,large,3.48E+05
603,2016-02-21,organic,2016,1.45,large,2.81E+05
604,2016-02-14,organic,2016,1.37,large,3.06E+05
605,2016-02-07,organic,2016,1.44,large,2.91E+05
606,2016-01-31,organic,2016,1.43,large,2.70E+05
607,2016-01-24,organic,2016,1.41,large,2.71E+05
608,2016-01-17,organic,2016,1.44,large,2.67E+05
609,2016-01-10,organic,2016,1.35,large,2.88E+05
610,2016-01-03,organic,2016,1.43,large,2.47E+05
611,2017-12-31,organic,2017,1.52,large,2.48E+05
612,2017-12-24,organic,2017,1.64,large,2.47E+05
613,2017-12-17,organic,2017,1.57,large,2.49E+05
614,2017-12-10,organic,2017,1.54,large,2.58E+05
615,2017-12-03,organic,2017,1.62,large,2.70E+05
616,2017-11-26,organic,2017,1.72,large,2.05E+05
617,2017-11-19,organic,2017,1.77,large,2.13E+05
618,2017-11-12,organic,2017,1.81,large,2.18E+05
619,2017-11-05,organic,2017,1.82,large,2.45E+05
620,2017-10-29,organic,2017,1.84,large,2.19E+05
621,2017-10-22,organic,2017,1.82,large,2.30E+05
622,2017-10-15,organic,2017,1.85,large,2.19E+05
623,2017-10-08,organic,2017,1.9,large,2.32E+05
624,2017-10-01,organic,2017,1.95,large,2.30E+05
625,2017-09-24,organic,2017,1.94,large,2.38E+05
626,2017-09-17,organic,2017,2,large,2.43E+05
627,2017-09-10,organic,2017,2.03,large,2.49E+05
628,2017-09-03,organic,2017,2.06,large,2.57E+05
629,2017-08-27,organic,2017,2.09,large,2.51E+05
630,2017-08-20,organic,2017,1.96,large,2.63E+05
631,2017-08-13,organic,2017,1.88,large,2.30E+05
632,2017-08-06,organic,2017,1.83,large,2.36E+05
633,2017-07-30,organic,2017,1.78,large,2.71E+05
634,2017-07-23,organic,2017,1.76,large,3.17E+05
635,2017-07-16,organic,2017,1.78,large,3.11E+05
636,2017-07-09,organic,2017,1.71,large,3.34E+05
637,2017-07-02,organic,2017,1.74,large,3.61E+05
638,2017-06-25,organic,2017,1.77,large,3.41E+05
639,2017-06-18,organic,2017,1.71,large,4.43E+05
640,2017-06-11,organic,2017,1.56,large,3.40E+05
641,2017-06-04,organic,2017,1.64,large,3.87E+05
642,2017-05-28,organic,2017,1.69,large,3.57E+05
643,2017-05-21,organic,2017,1.71,large,3.52E+05
644,2017-05-14,organic,2017,1.55,large,3.40E+05
645,2017-05-07,organic,2017,1.57,large,3.86E+05
646,2017-04-30,organic,2017,1.68,large,4.22E+05
647,2017-04-23,organic,2017,1.61,large,3.48E+05
648,2017-04-16,organic,2017,1.49,large,4.38E+05
649,2017-04-09,organic,2017,1.43,large,3.62E+05
650,2017-04-02,organic,2017,1.42,large,4.31E+05
651,2017-03-26,organic,2017,1.29,large,3.56E+05
652,2017-03-19,organic,2017,1.5,large,4.11E+05
653,2017-03-12,organic,2017,1.38,large,3.30E+05
654,2017-03-05,organic,2017,1.16,large,3.74E+05
655,2017-02-26,organic,2017,1.21,large,3.69E+05
656,2017-02-19,organic,2017,1.31,large,6.32E+05
657,2017-02-12,organic,2017,1.41,large,2.98E+05
658,2017-02-05,organic,2017,1.36,large,3.14E+05
659,2017-01-29,organic,2017,1.43,large,2.93E+05
660,2017-01-22,organic,2017,1.37,large,2.82E+05
661,2017-01-15,organic,2017,1.44,large,2.80E+05
662,2017-01-08,organic,2017,1.43,large,2.84E+05
663,2017-01-01,organic,2017,1.48,large,2.73E+05
664,2018-03-25,organic,2018,1.55,large,3.43E+05
665,2018-03-18,organic,2018,1.54,large,4.45E+05
666,2018-03-11,organic,2018,1.52,large,4.09E+05
667,2018-03-04,organic,2018,1.52,large,3.90E+05
668,2018-02-25,organic,2018,1.57,large,3.40E+05
669,2018-02-18,organic,2018,1.52,large,6.80E+05
670,2018-02-11,organic,2018,1.56,large,2.71E+05
671,2018-02-04,organic,2018,1.53,large,2.88E+05
672,2018-01-28,organic,2018,1.61,large,2.80E+05
673,2018-01-21,organic,2018,1.63,large,2.59E+05
674,2018-01-14,organic,2018,1.59,large,3.24E+05
675,2018-01-07,organic,2018,1.51,large,2.97E+05
676,2015-12-27,conventional,2015,0.95,extra_large,1.18E+06
677,2015-12-20,conventional,2015,0.98,extra_large,1.20E+06
678,2015-12-13,conventional,2015,0.93,extra_large,1.02E+06
679,2015-12-06,conventional,2015,0.89,extra_large,9.32E+05
680,2015-11-29,conventional,2015,0.99,extra_large,7.31E+05
681,2015-11-22,conventional,2015,0.96,extra_large,8.05E+05
682,2015-11-15,conventional,2015,0.92,extra_large,8.16E+05
683,2015-11-08,conventional,2015,0.97,extra_large,1.14E+06
684,2015-11-01,conventional,2015,0.97,extra_large,1.41E+06
685,2015-10-25,conventional,2015,1.04,extra_large,1.19E+06
686,2015-10-18,conventional,2015,0.99,extra_large,1.22E+06
687,2015-10-11,conventional,2015,1,extra_large,1.61E+06
688,2015-10-04,conventional,2015,1.02,extra_large,1.21E+06
689,2015-09-27,conventional,2015,1.03,extra_large,1.06E+06
690,2015-09-20,conventional,2015,1.02,extra_large,1.11E+06
691,2015-09-13,conventional,2015,1.03,extra_large,1.12E+06
692,2015-09-06,conventional,2015,1.02,extra_large,1.13E+06
693,2015-08-30,conventional,2015,1.07,extra_large,1.06E+06
694,2015-08-23,conventional,2015,1.08,extra_large,9.09E+05
695,2015-08-16,conventional,2015,1.05,extra_large,1.14E+06
696,2015-08-09,conventional,2015,1.05,extra_large,1.02E+06
697,2015-08-02,conventional,2015,1.09,extra_large,9.85E+05
698,2015-07-26,conventional,2015,1.07,extra_large,1.02E+06
699,2015-07-19,conventional,2015,1.07,extra_large,1.16E+06
700,2015-07-12,conventional,2015,1.07,extra_large,9.80E+05
701,2015-07-05,conventional,2015,1.04,extra_large,1.34E+06
702,2015-06-28,conventional,2015,1.06,extra_large,1.05E+06
703,2015-06-21,conventional,2015,1.02,extra_large,1.33E+06
704,2015-06-14,conventional,2015,0.98,extra_large,1.09E+06
705,2015-06-07,conventional,2015,1,extra_large,1.15E+06
706,2015-05-31,conventional,2015,1.03,extra_large,9.04E+05
707,2015-05-24,conventional,2015,1.04,extra_large,9.00E+05
708,2015-05-17,conventional,2015,1.06,extra_large,9.64E+05
709,2015-05-10,conventional,2015,1.02,extra_large,8.58E+05
710,2015-05-03,conventional,2015,0.96,extra_large,1.12E+06
711,2015-04-26,conventional,2015,1.07,extra_large,8.90E+05
712,2015-04-19,conventional,2015,1.03,extra_large,1.02E+06
713,2015-04-12,conventional,2015,1.02,extra_large,8.08E+05
714,2015-04-05,conventional,2015,1.06,extra_large,8.72E+05
715,2015-03-29,conventional,2015,1.04,extra_large,8.11E+05
716,2015-03-22,conventional,2015,1.01,extra_large,1.07E+06
717,2015-03-15,conventional,2015,1.04,extra_large,8.72E+05
718,2015-03-08,conventional,2015,1.02,extra_large,8.34E+05
719,2015-03-01,conventional,2015,0.97,extra_large,1.07E+06
720,2015-02-22,conventional,2015,1.02,extra_large,9.37E+05
721,2015-02-15,conventional,2015,1.03,extra_large,8.46E+05
722,2015-02-08,conventional,2015,0.95,extra_large,7.38E+05
723,2015-02-01,conventional,2015,0.89,extra_large,1.38E+06
724,2015-01-25,conventional,2015,1.04,extra_large,7.68E+05
725,2015-01-18,conventional,2015,1.03,extra_large,8.31E+05
726,2015-01-11,conventional,2015,1.01,extra_large,8.67E+05
727,2015-01-04,conventional,2015,0.95,extra_large,8.44E+05
728,2016-12-25,conventional,2016,1,extra_large,5.42E+05
729,2016-12-18,conventional,2016,0.96,extra_large,4.28E+05
730,2016-12-11,conventional,2016,0.98,extra_large,4.03E+05
731,2016-12-04,conventional,2016,1,extra_large,4.28E+05
732,2016-11-27,conventional,2016,1.21,extra_large,3.45E+05
733,2016-11-20,conventional,2016,1.27,extra_large,4.08E+05
734,2016-11-13,conventional,2016,1.36,extra_large,4.78E+05
735,2016-11-06,conventional,2016,1.44,extra_large,5.05E+05
736,2016-10-30,conventional,2016,1.43,extra_large,4.53E+05
737,2016-10-23,conventional,2016,1.34,extra_large,4.52E+05
738,2016-10-16,conventional,2016,1.3,extra_large,4.47E+05
739,2016-10-09,conventional,2016,1.27,extra_large,4.91E+05
740,2016-10-02,conventional,2016,1.23,extra_large,4.90E+05
741,2016-09-25,conventional,2016,1.22,extra_large,4.93E+05
742,2016-09-18,conventional,2016,1.15,extra_large,4.86E+05
743,2016-09-11,conventional,2016,1.08,extra_large,5.12E+05
744,2016-09-04,conventional,2016,1.04,extra_large,5.41E+05
745,2016-08-28,conventional,2016,1.09,extra_large,5.64E+05
746,2016-08-21,conventional,2016,1.1,extra_large,6.10E+05
747,2016-08-14,conventional,2016,1.12,extra_large,7.49E+05
748,2016-08-07,conventional,2016,1.15,extra_large,7.55E+05
749,2016-07-31,conventional,2016,1.23,extra_large,7.84E+05
750,2016-07-24,conventional,2016,1.2,extra_large,9.48E+05
751,2016-07-17,conventional,2016,1.15,extra_large,9.54E+05
752,2016-07-10,conventional,2016,1.1,extra_large,1.27E+06
753,2016-07-03,conventional,2016,1.06,extra_large,1.76E+06
754,2016-06-26,conventional,2016,1.04,extra_large,1.63E+06
755,2016-06-19,conventional,2016,1.02,extra_large,1.64E+06
756,2016-06-12,conventional,2016,1.04,extra_large,1.61E+06
757,2016-06-05,conventional,2016,0.97,extra_large,1.77E+06
758,2016-05-29,conventional,2016,0.94,extra_large,1.58E+06
759,2016-05-22,conventional,2016,0.93,extra_large,1.64E+06
760,2016-05-15,conventional,2016,0.89,extra_large,1.75E+06
761,2016-05-08,conventional,2016,0.82,extra_large,1.99E+06
762,2016-05-01,conventional,2016,0.84,extra_large,1.41E+06
763,2016-04-24,conventional,2016,0.87,extra_large,1.60E+06
764,2016-04-17,conventional,2016,0.9,extra_large,1.90E+06
765,2016-04-10,conventional,2016,0.9,extra_large,1.67E+06
766,2016-04-03,conventional,2016,0.94,extra_large,1.73E+06
767,2016-03-27,conventional,2016,0.94,extra_large,1.88E+06
768,2016-03-20,conventional,2016,0.93,extra_large,1.77E+06
769,2016-03-13,conventional,2016,0.93,extra_large,1.80E+06
770,2016-03-06,conventional,2016,0.95,extra_large,1.69E+06
771,2016-02-28,conventional,2016,0.91,extra_large,1.56E+06
772,2016-02-21,conventional,2016,0.94,extra_large,1.38E+06
773,2016-02-14,conventional,2016,0.88,extra_large,1.81E+06
774,2016-02-07,conventional,2016,0.76,extra_large,2.55E+06
775,2016-01-31,conventional,2016,0.93,extra_large,1.64E+06
776,2016-01-24,conventional,2016,0.95,extra_large,1.44E+06
777,2016-01-17,conventional,2016,0.94,extra_large,1.42E+06
778,2016-01-10,conventional,2016,0.93,extra_large,1.28E+06
779,2016-01-03,conventional,2016,0.86,extra_large,1.56E+06
780,2017-12-31,conventional,2017,0.98,extra_large,6.45E+05
781,2017-12-24,conventional,2017,1.18,extra_large,5.46E+05
782,2017-12-17,conventional,2017,1.07,extra_large,5.74E+05
783,2017-12-10,conventional,2017,1.03,extra_large,3.98E+05
784,2017-12-03,conventional,2017,1.09,extra_large,5.84E+05
785,2017-11-26,conventional,2017,1.24,extra_large,3.80E+05
786,2017-11-19,conventional,2017,1.17,extra_large,4.16E+05
787,2017-11-12,conventional,2017,1.15,extra_large,4.17E+05
788,2017-11-05,conventional,2017,1.19,extra_large,4.00E+05
789,2017-10-29,conventional,2017,1.29,extra_large,4.25E+05
790,2017-10-22,conventional,2017,1.44,extra_large,4.10E+05
791,2017-10-15,conventional,2017,1.58,extra_large,3.92E+05
792,2017-10-08,conventional,2017,1.65,extra_large,3.92E+05
793,2017-10-01,conventional,2017,1.64,extra_large,3.85E+05
794,2017-09-24,conventional,2017,1.62,extra_large,3.85E+05
795,2017-09-17,conventional,2017,1.57,extra_large,4.17E+05
796,2017-09-10,conventional,2017,1.56,extra_large,4.88E+05
797,2017-09-03,conventional,2017,1.57,extra_large,5.42E+05
798,2017-08-27,conventional,2017,1.47,extra_large,5.18E+05
799,2017-08-20,conventional,2017,1.41,extra_large,5.81E+05
800,2017-08-13,conventional,2017,1.33,extra_large,6.25E+05
801,2017-08-06,conventional,2017,1.33,extra_large,6.65E+05
802,2017-07-30,conventional,2017,1.32,extra_large,5.97E+05
803,2017-07-23,conventional,2017,1.31,extra_large,6.12E+05
804,2017-07-16,conventional,2017,1.33,extra_large,7.56E+05
805,2017-07-09,conventional,2017,1.17,extra_large,8.22E+05
806,2017-07-02,conventional,2017,1.21,extra_large,8.60E+05
807,2017-06-25,conventional,2017,1.17,extra_large,6.56E+05
808,2017-06-18,conventional,2017,1.18,extra_large,8.07E+05
809,2017-06-11,conventional,2017,1.21,extra_large,6.48E+05
810,2017-06-04,conventional,2017,1.24,extra_large,6.67E+05
811,2017-05-28,conventional,2017,1.28,extra_large,6.73E+05
812,2017-05-21,conventional,2017,1.26,extra_large,6.22E+05
813,2017-05-14,conventional,2017,1.19,extra_large,6.53E+05
814,2017-05-07,conventional,2017,1.09,extra_large,8.64E+05
815,2017-04-30,conventional,2017,1.18,extra_large,6.68E+05
816,2017-04-23,conventional,2017,1.18,extra_large,6.14E+05
817,2017-04-16,conventional,2017,1.23,extra_large,6.50E+05
818,2017-04-09,conventional,2017,1.21,extra_large,6.48E+05
819,2017-04-02,conventional,2017,1.21,extra_large,6.25E+05
820,2017-03-26,conventional,2017,1.24,extra_large,6.11E+05
821,2017-03-19,conventional,2017,1.25,extra_large,6.38E+05
822,2017-03-12,conventional,2017,1.22,extra_large,7.27E+05
823,2017-03-05,conventional,2017,1.13,extra_large,7.95E+05
824,2017-02-26,conventional,2017,0.99,extra_large,8.97E+05
825,2017-02-19,conventional,2017,0.99,extra_large,8.33E+05
826,2017-02-12,conventional,2017,0.87,extra_large,8.62E+05
827,2017-02-05,conventional,2017,0.77,extra_large,1.66E+06
828,2017-01-29,conventional,2017,0.96,extra_large,8.19E+05
829,2017-01-22,conventional,2017,0.94,extra_large,9.09E+05
830,2017-01-15,conventional,2017,0.98,extra_large,5.79E+05
831,2017-01-08,conventional,2017,0.99,extra_large,5.39E+05
832,2017-01-01,conventional,2017,0.89,extra_large,5.50E+05
833,2018-03-25,conventional,2018,1.03,extra_large,7.59E+05
834,2018-03-18,conventional,2018,1.05,extra_large,6.45E+05
835,2018-03-11,conventional,2018,1.09,extra_large,7.08E+05
836,2018-03-04,conventional,2018,1.07,extra_large,5.72E+05
837,2018-02-25,conventional,2018,1.06,extra_large,7.24E+05
838,2018-02-18,conventional,2018,1.08,extra_large,5.53E+05
839,2018-02-11,conventional,2018,0.97,extra_large,6.53E+05
840,2018-02-04,conventional,2018,0.87,extra_large,1.07E+06
841,2018-01-28,conventional,2018,1.09,extra_large,5.76E+05
842,2018-01-21,conventional,2018,1.08,extra_large,9.29E+05
843,2018-01-14,conventional,2018,1.2,extra_large,6.53E+05
844,2018-01-07,conventional,2018,1.13,extra_large,6.78E+05
845,2015-12-27,organic,2015,1.52,extra_large,5.84E+03
846,2015-12-20,organic,2015,1.53,extra_large,8.73E+03
847,2015-12-13,organic,2015,1.43,extra_large,1.17E+04
848,2015-12-06,organic,2015,1.52,extra_large,4.07E+03
849,2015-11-29,organic,2015,1.5,extra_large,3.75E+03
850,2015-11-22,organic,2015,1.49,extra_large,3.69E+03
851,2015-11-15,organic,2015,1.6,extra_large,3.60E+03
852,2015-11-08,organic,2015,1.54,extra_large,4.46E+03
853,2015-11-01,organic,2015,1.47,extra_large,6.58E+03
854,2015-10-25,organic,2015,1.62,extra_large,6.18E+03
855,2015-10-18,organic,2015,1.71,extra_large,5.20E+03
856,2015-10-11,organic,2015,1.69,extra_large,4.79E+03
857,2015-10-04,organic,2015,1.72,extra_large,4.09E+03
858,2015-09-27,organic,2015,1.75,extra_large,4.55E+03
859,2015-09-20,organic,2015,1.77,extra_large,4.88E+03
860,2015-09-13,organic,2015,1.8,extra_large,5.15E+03
861,2015-09-06,organic,2015,1.78,extra_large,5.89E+03
862,2015-08-30,organic,2015,1.66,extra_large,5.57E+03
863,2015-08-23,organic,2015,1.72,extra_large,5.99E+03
864,2015-08-16,organic,2015,1.75,extra_large,6.22E+03
865,2015-08-09,organic,2015,1,extra_large,6.91E+03
866,2015-08-02,organic,2015,1,extra_large,5.12E+03
867,2015-07-26,organic,2015,1,extra_large,4.39E+03
868,2015-07-19,organic,2015,1,extra_large,4.76E+03
869,2015-07-12,organic,2015,1,extra_large,5.09E+03
870,2015-07-05,organic,2015,1,extra_large,6.25E+03
871,2015-06-28,organic,2015,1.64,extra_large,5.96E+03
872,2015-06-21,organic,2015,1.66,extra_large,6.26E+03
873,2015-06-14,organic,2015,1.68,extra_large,6.90E+03
874,2015-06-07,organic,2015,1.67,extra_large,6.29E+03
875,2015-05-31,organic,2015,1.58,extra_large,6.84E+03
876,2015-05-24,organic,2015,1.59,extra_large,6.91E+03
877,2015-05-17,organic,2015,1.5,extra_large,2.20E+04
878,2015-05-10,organic,2015,1.42,extra_large,6.21E+03
879,2015-05-03,organic,2015,1.37,extra_large,8.95E+03
880,2015-04-26,organic,2015,1.45,extra_large,6.15E+03
881,2015-04-19,organic,2015,1.59,extra_large,6.47E+03
882,2015-04-12,organic,2015,1.53,extra_large,6.18E+03
883,2015-04-05,organic,2015,1.63,extra_large,6.44E+03
884,2015-03-29,organic,2015,1.6,extra_large,5.79E+03
885,2015-03-22,organic,2015,1.49,extra_large,5.29E+03
886,2015-03-15,organic,2015,1.5,extra_large,5.31E+03
887,2015-03-08,organic,2015,1.49,extra_large,5.66E+03
888,2015-03-01,organic,2015,1.4,extra_large,5.56E+03
889,2015-02-22,organic,2015,1.51,extra_large,4.88E+03
890,2015-02-15,organic,2015,1.58,extra_large,4.95E+03
891,2015-02-08,organic,2015,1.48,extra_large,5.32E+03
892,2015-02-01,organic,2015,1.36,extra_large,5.85E+03
893,2015-01-25,organic,2015,1.53,extra_large,4.75E+03
894,2015-01-18,organic,2015,1.42,extra_large,4.02E+03
895,2015-01-11,organic,2015,1.42,extra_large,3.83E+03
896,2015-01-04,organic,2015,1.46,extra_large,4.37E+03
897,2016-12-25,organic,2016,1.34,extra_large,3.42E+03
898,2016-12-18,organic,2016,1.43,extra_large,4.93E+03
899,2016-12-11,organic,2016,1.42,extra_large,6.12E+03
900,2016-12-04,organic,2016,1.56,extra_large,2.92E+03
901,2016-11-27,organic,2016,1.64,extra_large,3.38E+03
902,2016-11-20,organic,2016,1.63,extra_large,3.85E+03
903,2016-11-13,organic,2016,1.7,extra_large,3.67E+03
904,2016-11-06,organic,2016,1.68,extra_large,5.05E+03
905,2016-10-30,organic,2016,1.93,extra_large,5.66E+03
906,2016-10-23,organic,2016,1.63,extra_large,4.36E+03
907,2016-10-16,organic,2016,1.5,extra_large,4.73E+03
908,2016-10-09,organic,2016,1.52,extra_large,5.10E+03
909,2016-10-02,organic,2016,1.71,extra_large,4.90E+03
910,2016-09-25,organic,2016,1.69,extra_large,4.41E+03
911,2016-09-18,organic,2016,1.67,extra_large,4.60E+03
912,2016-09-11,organic,2016,1.52,extra_large,3.48E+03
913,2016-09-04,organic,2016,1.54,extra_large,4.65E+03
914,2016-08-28,organic,2016,1.49,extra_large,5.11E+03
915,2016-08-21,organic,2016,1.51,extra_large,5.83E+03
916,2016-08-14,organic,2016,1.48,extra_large,1.02E+04
917,2016-08-07,organic,2016,1.55,extra_large,1.07E+04
918,2016-07-31,organic,2016,1.58,extra_large,9.04E+03
919,2016-07-24,organic,2016,1.65,extra_large,8.61E+03
920,2016-07-17,organic,2016,1.63,extra_large,9.96E+03
921,2016-07-10,organic,2016,1.51,extra_large,1.22E+04
922,2016-07-03,organic,2016,1.47,extra_large,1.19E+04
923,2016-06-26,organic,2016,1.5,extra_large,6.76E+03
924,2016-06-19,organic,2016,1.45,extra_large,1.21E+04
925,2016-06-12,organic,2016,1.45,extra_large,8.63E+03
926,2016-06-05,organic,2016,1.43,extra_large,7.82E+03
927,2016-05-29,organic,2016,1.41,extra_large,1.37E+04
928,2016-05-22,organic,2016,1.36,extra_large,1.58E+04
929,2016-05-15,organic,2016,1.45,extra_large,8.12E+03
930,2016-05-08,organic,2016,1.3,extra_large,2.68E+04
931,2016-05-01,organic,2016,1.28,extra_large,2.23E+04
932,2016-04-24,organic,2016,1.25,extra_large,8.69E+03
933,2016-04-17,organic,2016,1.38,extra_large,7.88E+03
934,2016-04-10,organic,2016,1.26,extra_large,1.22E+04
935,2016-04-03,organic,2016,1.44,extra_large,8.63E+03
936,2016-03-27,organic,2016,1.44,extra_large,7.74E+03
937,2016-03-20,organic,2016,1.27,extra_large,9.43E+03
938,2016-03-13,organic,2016,1.29,extra_large,6.71E+03
939,2016-03-06,organic,2016,1.28,extra_large,5.70E+03
940,2016-02-28,organic,2016,1.44,extra_large,1.04E+04
941,2016-02-21,organic,2016,1.45,extra_large,8.63E+03
942,2016-02-14,organic,2016,1.37,extra_large,6.96E+03
943,2016-02-07,organic,2016,1.44,extra_large,8.03E+03
944,2016-01-31,organic,2016,1.43,extra_large,5.52E+03
945,2016-01-24,organic,2016,1.41,extra_large,1.29E+04
946,2016-01-17,organic,2016,1.44,extra_large,1.31E+04
947,2016-01-10,organic,2016,1.35,extra_large,8.77E+03
948,2016-01-03,organic,2016,1.43,extra_large,7.75E+03
949,2017-12-31,organic,2017,1.52,extra_large,1.28E+03
950,2017-12-24,organic,2017,1.64,extra_large,1.14E+03
951,2017-12-17,organic,2017,1.57,extra_large,9.83E+02
